assignment_id,worker_id,task_id,supervisor_id,skill,priority,status
A2664,W1307,T8082,S121,UI/UX,Critical,Pending
A2665,W1899,T2510,S130,DevOps,Medium,Completed
A2666,W1951,T5218,S107,Python,Low,Pending
A2667,W1683,T8451,S102,Data Analysis,Low,Pending
A2668,W1205,T2248,S105,Project Management,Medium,On Hold
A2669,W1310,T8682,S137,C++,Medium,In Progress
A2670,W1451,T1493,S138,DevOps,High,Completed
A2671,W1467,T9364,S153,Cybersecurity,Medium,Pending
A2672,W1623,T7758,S115,UI/UX,High,On Hold
A2673,W1721,T7426,S154,Python,Critical,In Progress
A2674,W1119,T2417,S193,Data Analysis,Low,Pending
A2675,W1063,T7093,S156,Python,Low,On Hold
A2676,W1646,T6981,S139,Java,Critical,Completed
A2677,W1017,T376,S183,C++,Low,In Progress
A2678,W1142,T9933,S177,DevOps,Medium,In Progress
A2679,W1819,T1833,S172,C++,Medium,Completed
A2680,W1532,T2718,S193,Project Management,High,On Hold
A2681,W1445,T5571,S184,DevOps,Medium,Pending
A2682,W1137,T1944,S158,Data Analysis,Low,Pending
A2683,W1501,T5617,S187,C++,Medium,In Progress
A2684,W1806,T6848,S154,C++,High,Pending
A2685,W1232,T3133,S172,Cybersecurity,Critical,Completed
A2686,W1487,T6208,S188,UI/UX,Low,On Hold
A2687,W1781,T9584,S155,Cybersecurity,Critical,Pending
A2688,W1945,T5840,S108,C++,Critical,On Hold
A2689,W1305,T1409,S113,Cybersecurity,Critical,In Progress
A2690,W1436,T3016,S197,Cybersecurity,High,In Progress
A2691,W1371,T463,S130,UI/UX,Medium,On Hold
A2692,W1065,T1795,S149,Cybersecurity,High,Completed
A2693,W1552,T335,S144,Java,Critical,Pending
A2694,W1862,T5131,S185,Python,Low,Pending
A2695,W1375,T9857,S114,DevOps,Medium,Pending
A2696,W1424,T2487,S141,UI/UX,Critical,On Hold
A2697,W1876,T8082,S145,Cybersecurity,Low,In Progress
A2698,W1123,T6367,S197,Cybersecurity,Critical,On Hold
A2699,W1562,T1486,S111,Project Management,High,In Progress
A2700,W1192,T9569,S114,Project Management,Critical,Completed
A2701,W1258,T8355,S122,Cybersecurity,Low,Completed
A2702,W1535,T7006,S132,C++,High,Pending
A2703,W1314,T4639,S129,Python,Low,In Progress
A2704,W1745,T8201,S180,DevOps,Critical,Completed
A2705,W1601,T2104,S155,Java,Low,On Hold
A2706,W1391,T2186,S153,Java,Low,In Progress
A2707,W1851,T8021,S197,Cybersecurity,Low,Completed
A2708,W1615,T6031,S160,Java,Medium,In Progress
A2709,W1264,T6996,S119,Cybersecurity,High,In Progress
A2710,W1540,T4550,S182,Python,Medium,Pending
A2711,W1802,T6813,S106,UI/UX,High,Pending
A2712,W1246,T6796,S160,Data Analysis,High,Pending
A2713,W1497,T2367,S129,Python,Critical,On Hold
A2714,W1110,T1009,S199,Project Management,Critical,On Hold
A2715,W1775,T7761,S172,C++,Critical,In Progress
A2716,W1723,T7552,S132,DevOps,Medium,On Hold
A2717,W1510,T9812,S173,DevOps,Medium,On Hold
A2718,W1406,T8261,S156,UI/UX,High,In Progress
A2719,W1656,T6387,S190,C++,Low,Pending
A2720,W1847,T4306,S175,DevOps,Low,In Progress
A2721,W1646,T9075,S119,UI/UX,High,Pending
A2722,W1367,T6364,S156,UI/UX,Low,In Progress
A2723,W1959,T4532,S128,Cybersecurity,Medium,On Hold
A2724,W1581,T3751,S155,C++,Medium,Completed
A2725,W1968,T7995,S153,Cybersecurity,Medium,Pending
A2726,W1953,T4367,S109,Data Analysis,Medium,On Hold
A2727,W1165,T9763,S129,Python,High,Pending
A2728,W1465,T4502,S127,Project Management,Low,Completed
A2729,W1912,T5532,S168,Python,High,On Hold
A2730,W1458,T6070,S115,C++,Critical,Pending
A2731,W1051,T3001,S176,Cybersecurity,Medium,Pending
A2732,W1532,T5438,S148,Java,Low,Completed
A2733,W1555,T6384,S180,UI/UX,Medium,Pending
A2734,W1460,T2171,S188,Project Management,High,Completed
A2735,W1688,T1913,S187,C++,Critical,On Hold
A2736,W1665,T4757,S164,UI/UX,Medium,Completed
A2737,W1249,T818,S115,Python,High,Completed
A2738,W1593,T8318,S140,Java,Low,On Hold
A2739,W1379,T6599,S124,Python,Critical,In Progress
A2740,W1510,T4713,S195,Data Analysis,Medium,In Progress
A2741,W1893,T3009,S130,C++,Low,Completed
A2742,W1444,T6315,S176,DevOps,Medium,On Hold
A2743,W1224,T552,S155,C++,Low,In Progress
A2744,W1848,T3555,S190,UI/UX,Low,Completed
A2745,W1707,T9112,S148,Data Analysis,Medium,Completed
A2746,W1386,T663,S116,Python,Low,In Progress
A2747,W1392,T3711,S143,Java,Critical,Pending
A2748,W1376,T1526,S194,C++,High,Completed
A2749,W1883,T6413,S130,Python,Critical,On Hold
A2750,W1835,T6313,S127,UI/UX,High,Pending
A2751,W1107,T2479,S164,Project Management,Critical,On Hold
A2752,W1711,T3757,S168,Project Management,Low,Completed
A2753,W1991,T6209,S158,DevOps,Critical,In Progress
A2754,W1551,T7229,S156,Data Analysis,High,On Hold
A2755,W1923,T2887,S159,Java,High,Pending
A2756,W1620,T5320,S156,UI/UX,High,Pending
A2757,W1460,T4087,S124,Cybersecurity,High,On Hold
A2758,W1871,T8575,S110,Project Management,Medium,In Progress
A2759,W1910,T5135,S128,Cybersecurity,Low,Completed
A2760,W1644,T8605,S138,UI/UX,Low,In Progress
A2761,W1113,T1480,S192,DevOps,Critical,On Hold
A2762,W1629,T6313,S116,Python,High,Pending
A2763,W1626,T7577,S152,Cybersecurity,High,Completed
A2764,W1907,T6290,S114,Data Analysis,Critical,Pending
A2765,W1793,T1514,S136,Project Management,Low,Completed
A2766,W1047,T3675,S168,Cybersecurity,Medium,On Hold
A2767,W1956,T3713,S171,UI/UX,Critical,In Progress
A2768,W1805,T9152,S191,UI/UX,Medium,On Hold
A2769,W1830,T4244,S144,Cybersecurity,Critical,Pending
A2770,W1744,T5482,S131,Data Analysis,Medium,In Progress
A2771,W1561,T9902,S152,Java,Low,On Hold
A2772,W1449,T7005,S173,Java,Low,On Hold
A2773,W1343,T762,S128,DevOps,Medium,On Hold
A2774,W1508,T5535,S105,DevOps,Critical,Pending
A2775,W1300,T9746,S134,Java,High,On Hold
A2776,W1190,T2698,S193,Cybersecurity,High,In Progress
A2777,W1673,T6427,S182,UI/UX,High,In Progress
A2778,W1717,T4705,S170,UI/UX,Critical,On Hold
A2779,W1258,T9583,S126,UI/UX,Critical,Completed
A2780,W1012,T5885,S121,DevOps,Critical,In Progress
A2781,W1291,T9219,S196,C++,Critical,Completed
A2782,W1534,T3026,S117,DevOps,High,Completed
A2783,W1633,T5813,S105,Data Analysis,Low,Pending
A2784,W1674,T8057,S141,Java,Medium,Completed
A2785,W1965,T2627,S154,C++,Critical,Completed
A2786,W1208,T8970,S105,Cybersecurity,Low,Pending
A2787,W1044,T728,S195,Python,Critical,In Progress
A2788,W1502,T4847,S197,Java,Medium,Completed
A2789,W1935,T4106,S142,C++,Critical,Completed
A2790,W1681,T2758,S127,C++,Medium,In Progress
A2791,W1459,T5949,S151,Python,High,On Hold
A2792,W1309,T2735,S167,Java,Medium,Pending
A2793,W1275,T8606,S161,Python,Low,In Progress
A2794,W1900,T2026,S131,Data Analysis,Critical,Completed
A2795,W1406,T5211,S176,Project Management,High,Completed
A2796,W1961,T4603,S199,UI/UX,Low,In Progress
A2797,W1806,T616,S132,Python,Low,Pending
A2798,W1367,T1270,S124,Python,Medium,On Hold
A2799,W1070,T3099,S153,Python,Medium,In Progress
A2800,W1196,T87,S101,Data Analysis,Low,In Progress
A2801,W1706,T4691,S163,DevOps,Low,Pending
A2802,W1605,T2080,S177,UI/UX,Low,In Progress
A2803,W1500,T3382,S106,Project Management,Low,On Hold
A2804,W1169,T8520,S149,UI/UX,Critical,In Progress
A2805,W1508,T5235,S104,Data Analysis,High,In Progress
A2806,W1126,T4907,S111,Data Analysis,Low,Pending
A2807,W1858,T6384,S174,Cybersecurity,Critical,On Hold
A2808,W1299,T4767,S194,Python,Low,Completed
A2809,W1224,T6906,S110,Python,Critical,Completed
A2810,W1140,T6172,S109,Cybersecurity,Critical,Pending
A2811,W1284,T5713,S157,Project Management,Critical,Completed
A2812,W1621,T8402,S146,UI/UX,Medium,On Hold
A2813,W1486,T8017,S113,DevOps,Low,On Hold
A2814,W1396,T181,S184,UI/UX,Critical,Pending
A2815,W1803,T4100,S197,Cybersecurity,Critical,Completed
A2816,W1332,T2442,S169,Project Management,High,In Progress
A2817,W1377,T3473,S193,C++,High,In Progress
A2818,W1567,T7899,S177,UI/UX,Medium,In Progress
A2819,W1588,T5275,S127,C++,Medium,Pending
A2820,W1086,T3723,S158,Cybersecurity,Medium,Completed
A2821,W1874,T3933,S113,Data Analysis,Low,On Hold
A2822,W1902,T6422,S112,C++,Medium,On Hold
A2823,W1995,T9821,S180,Java,Critical,Completed
A2824,W1639,T6844,S157,DevOps,Critical,In Progress
A2825,W1651,T3073,S108,Python,Critical,Pending
A2826,W1396,T2815,S168,Python,Low,Pending
A2827,W1856,T227,S111,Project Management,Low,On Hold
A2828,W1523,T2296,S115,Cybersecurity,Low,On Hold
A2829,W1372,T2809,S159,Python,High,Completed
A2830,W1858,T2209,S157,C++,High,Pending
A2831,W1194,T685,S155,C++,High,In Progress
A2832,W1371,T4818,S186,Cybersecurity,Low,Pending
A2833,W1031,T6792,S116,Python,Medium,On Hold
A2834,W1005,T1108,S121,C++,Critical,Completed
A2835,W1773,T739,S172,Python,High,On Hold
A2836,W1710,T2286,S172,Cybersecurity,Low,Pending
A2837,W1980,T4431,S185,DevOps,Critical,In Progress
A2838,W1211,T3923,S111,Cybersecurity,Critical,Pending
A2839,W1419,T6044,S116,C++,Medium,Pending
A2840,W1873,T7024,S123,UI/UX,Critical,On Hold
A2841,W1741,T7102,S185,Data Analysis,Critical,Completed
A2842,W1362,T407,S182,Cybersecurity,Low,On Hold
A2843,W1866,T4337,S135,C++,High,In Progress
A2844,W1151,T2072,S151,Java,Medium,On Hold
A2845,W1364,T3096,S135,Cybersecurity,Low,In Progress
A2846,W1298,T2773,S194,Project Management,Critical,Pending
A2847,W1497,T9303,S173,Java,Critical,On Hold
A2848,W1530,T3098,S147,C++,Critical,Completed
A2849,W1157,T7647,S118,Cybersecurity,Critical,Pending
A2850,W1545,T9183,S151,UI/UX,Critical,Pending
A2851,W1970,T2161,S179,DevOps,High,In Progress
A2852,W1495,T4095,S172,Cybersecurity,Critical,Pending
A2853,W1721,T4541,S188,Java,Medium,Completed
A2854,W1465,T3477,S134,Data Analysis,High,Completed
A2855,W1493,T1699,S127,UI/UX,High,Pending
A2856,W1610,T4108,S195,DevOps,Critical,On Hold
A2857,W1567,T6395,S188,Java,Low,Pending
A2858,W1296,T2422,S118,UI/UX,High,Pending
A2859,W1100,T8313,S148,Cybersecurity,Low,Completed
A2860,W1605,T2500,S198,C++,Critical,In Progress
A2861,W1373,T3283,S141,Data Analysis,High,Completed
A2862,W1135,T7030,S128,UI/UX,Critical,Pending
A2863,W1863,T6712,S123,Java,High,Completed
A2864,W1020,T3658,S181,Data Analysis,Medium,In Progress
A2865,W1930,T9100,S116,Data Analysis,Low,In Progress
A2866,W1471,T7228,S182,Data Analysis,Low,In Progress
A2867,W1946,T1567,S181,C++,Low,Completed
A2868,W1892,T7445,S118,Python,High,On Hold
A2869,W1399,T3324,S103,Cybersecurity,Critical,Pending
A2870,W1435,T2717,S135,Python,High,Completed
A2871,W1341,T5952,S147,UI/UX,High,Completed
A2872,W1558,T6403,S120,Java,High,On Hold
A2873,W1520,T8575,S122,Data Analysis,Medium,In Progress
A2874,W1134,T4623,S180,Python,Low,In Progress
A2875,W1149,T5631,S183,UI/UX,High,On Hold
A2876,W1584,T2120,S153,Cybersecurity,Medium,On Hold
A2877,W1064,T7808,S149,UI/UX,Medium,On Hold
A2878,W1015,T5291,S151,Cybersecurity,Low,Completed
A2879,W1678,T8545,S166,DevOps,Critical,Pending
A2880,W1141,T4895,S159,Data Analysis,High,Completed
A2881,W1223,T354,S154,Cybersecurity,Medium,Pending
A2882,W1156,T8894,S176,C++,Medium,Completed
A2883,W1083,T3525,S182,Cybersecurity,High,On Hold
A2884,W1953,T6310,S189,Data Analysis,Medium,Pending
A2885,W1168,T4626,S160,Cybersecurity,Low,Pending
A2886,W1055,T9826,S135,DevOps,Low,Completed
A2887,W1372,T7415,S150,Project Management,Medium,Completed
A2888,W1833,T2675,S133,UI/UX,High,On Hold
A2889,W1400,T9955,S140,Cybersecurity,Medium,In Progress
A2890,W1316,T6198,S198,Project Management,High,Completed
A2891,W1493,T8017,S106,Python,High,In Progress
A2892,W1162,T9174,S198,Data Analysis,Critical,On Hold
A2893,W1890,T4894,S110,C++,Medium,Completed
A2894,W1385,T2337,S164,Cybersecurity,Medium,In Progress
A2895,W1964,T9239,S142,Project Management,Low,Pending
A2896,W1615,T2083,S122,DevOps,Low,Pending
A2897,W1535,T8757,S193,Cybersecurity,High,Completed
A2898,W1005,T590,S122,C++,Critical,Completed
A2899,W1723,T5331,S158,Python,Medium,In Progress
A2900,W1979,T51,S105,Python,Critical,Completed
A2901,W1936,T9073,S165,UI/UX,Low,In Progress
A2902,W1840,T8412,S172,Python,Low,In Progress
A2903,W1093,T2895,S159,Python,Low,Completed
A2904,W1852,T3272,S102,Cybersecurity,Medium,On Hold
A2905,W1225,T2278,S118,UI/UX,Medium,Completed
A2906,W1674,T3481,S139,UI/UX,Medium,Pending
A2907,W1009,T734,S120,C++,Medium,On Hold
A2908,W1704,T9111,S197,Data Analysis,Low,In Progress
A2909,W1614,T3730,S155,Java,High,In Progress
A2910,W1361,T8464,S157,Project Management,Medium,In Progress
A2911,W1136,T1412,S172,UI/UX,Medium,Completed
A2912,W1821,T951,S179,DevOps,Medium,In Progress
A2913,W1715,T8968,S106,UI/UX,Low,Pending
A2914,W1666,T4086,S182,UI/UX,Critical,Pending
A2915,W1952,T2411,S117,Project Management,Critical,Completed
A2916,W1854,T1459,S165,Cybersecurity,Low,In Progress
A2917,W1792,T3261,S141,Python,Low,In Progress
A2918,W1188,T5161,S148,Java,Critical,Pending
A2919,W1546,T9922,S159,Java,Medium,On Hold
A2920,W1254,T2615,S196,Cybersecurity,Medium,Completed
A2921,W1260,T6069,S197,UI/UX,High,Pending
A2922,W1548,T7356,S114,DevOps,Critical,Completed
A2923,W1235,T1511,S112,C++,Medium,Completed
A2924,W1099,T4376,S107,DevOps,High,On Hold
A2925,W1081,T9128,S121,DevOps,High,In Progress
A2926,W1045,T2074,S172,Python,Medium,In Progress
A2927,W1294,T4573,S145,UI/UX,Critical,Completed
A2928,W1753,T6551,S142,DevOps,Low,Completed
A2929,W1270,T5080,S134,C++,Medium,On Hold
A2930,W1574,T3984,S167,Python,Medium,Pending
A2931,W1419,T3972,S123,C++,Medium,On Hold
A2932,W1158,T3248,S143,Cybersecurity,Low,Pending
A2933,W1591,T5722,S176,Project Management,High,On Hold
A2934,W1171,T1510,S104,UI/UX,Medium,Completed
A2935,W1132,T8073,S178,Cybersecurity,Critical,On Hold
A2936,W1225,T4880,S135,Data Analysis,Medium,Completed
A2937,W1697,T2436,S193,Python,Critical,In Progress
A2938,W1927,T8233,S118,Java,Critical,In Progress
A2939,W1855,T94,S172,C++,Critical,On Hold
A2940,W1605,T1937,S190,Python,Critical,In Progress
A2941,W1885,T8559,S112,DevOps,Low,Completed
A2942,W1865,T4879,S113,Data Analysis,Critical,On Hold
A2943,W1930,T6708,S144,Python,High,Pending
A2944,W1008,T8300,S112,Project Management,High,Pending
A2945,W1046,T4404,S199,DevOps,Medium,Completed
A2946,W1803,T1908,S186,C++,Medium,On Hold
A2947,W1459,T3571,S108,Cybersecurity,Low,Pending
A2948,W1216,T9757,S170,Data Analysis,Low,Completed
A2949,W1826,T5337,S137,C++,Low,On Hold
A2950,W1600,T4224,S194,UI/UX,Medium,In Progress
A2951,W1132,T727,S197,UI/UX,Medium,Pending
A2952,W1280,T9878,S109,Python,Critical,On Hold
A2953,W1421,T1642,S100,Python,Critical,Completed
A2954,W1051,T659,S145,Python,Low,Completed
A2955,W1306,T2271,S170,C++,Medium,Completed
A2956,W1745,T3171,S198,DevOps,Critical,Completed
A2957,W1131,T7856,S137,Python,Critical,Completed
A2958,W1395,T6278,S152,C++,Low,On Hold
A2959,W1799,T7394,S186,Python,High,Completed
A2960,W1701,T1530,S112,Cybersecurity,High,On Hold
A2961,W1467,T2637,S115,C++,Low,Pending
A2962,W1907,T8755,S101,UI/UX,High,Completed
A2963,W1315,T3747,S167,C++,Low,In Progress
A2964,W1994,T1481,S105,C++,Low,Pending
A2965,W1203,T1240,S149,UI/UX,Medium,Pending
A2966,W1402,T7040,S122,Data Analysis,Critical,Pending
A2967,W1259,T8701,S174,Python,Medium,Pending
A2968,W1223,T1763,S137,Python,Low,Completed
A2969,W1807,T996,S179,Data Analysis,Medium,Pending
A2970,W1986,T633,S132,Data Analysis,Critical,In Progress
A2971,W1522,T6844,S166,C++,Critical,In Progress
A2972,W1914,T3123,S104,Java,Medium,Completed
A2973,W1452,T3481,S166,Python,High,Completed
A2974,W1981,T7375,S196,DevOps,Medium,Completed
A2975,W1813,T532,S108,Cybersecurity,Critical,On Hold
A2976,W1499,T5777,S168,Project Management,Low,On Hold
A2977,W1388,T9236,S151,Cybersecurity,Medium,In Progress
A2978,W1854,T5777,S167,Cybersecurity,High,Completed
A2979,W1300,T6486,S194,Cybersecurity,Critical,In Progress
A2980,W1519,T1719,S147,C++,Critical,On Hold
A2981,W1066,T3126,S147,Python,Critical,In Progress
A2982,W1867,T4281,S103,Java,Critical,Completed
A2983,W1801,T5238,S109,Data Analysis,Critical,Completed
A2984,W1895,T2811,S182,UI/UX,Medium,In Progress
A2985,W1657,T8690,S196,Project Management,Critical,On Hold
A2986,W1393,T8310,S154,DevOps,Low,Pending
A2987,W1635,T7111,S176,Cybersecurity,Low,Completed
A2988,W1345,T2429,S121,UI/UX,Low,Pending
A2989,W1354,T6332,S101,UI/UX,Critical,In Progress
A2990,W1705,T8750,S122,Cybersecurity,Low,Pending
A2991,W1435,T8555,S129,Python,High,On Hold
A2992,W1287,T3451,S117,Project Management,High,In Progress
A2993,W1400,T590,S193,UI/UX,Critical,Pending
A2994,W1585,T8655,S175,DevOps,High,Completed
A2995,W1446,T640,S163,DevOps,Medium,Pending
A2996,W1580,T8092,S185,Data Analysis,Low,In Progress
A2997,W1287,T5542,S102,UI/UX,Critical,On Hold
A2998,W1806,T1141,S146,C++,High,In Progress
A2999,W1002,T5937,S168,Project Management,High,In Progress
A3000,W1022,T6170,S166,Cybersecurity,Low,In Progress
A3001,W1284,T6642,S176,Cybersecurity,High,Completed
A3002,W1458,T5373,S143,Data Analysis,Low,In Progress
A3003,W1482,T9391,S161,Cybersecurity,Medium,Completed
A3004,W1750,T4358,S174,Python,High,In Progress
A3005,W1825,T4351,S177,Java,Low,In Progress
A3006,W1615,T9549,S112,Cybersecurity,Low,Completed
A3007,W1920,T6729,S130,Java,Low,On Hold
A3008,W1980,T7807,S192,DevOps,Medium,On Hold
A3009,W1688,T1781,S167,Data Analysis,Medium,Completed
A3010,W1130,T6424,S132,Java,High,Pending
A3011,W1232,T5300,S193,Cybersecurity,High,In Progress
A3012,W1883,T8852,S170,UI/UX,Critical,In Progress
A3013,W1851,T8460,S100,C++,Medium,Completed
A3014,W1271,T7478,S111,C++,Critical,Pending
A3015,W1825,T12,S102,UI/UX,Medium,In Progress
A3016,W1993,T3739,S188,Project Management,High,Pending
A3017,W1133,T7770,S153,Python,Critical,In Progress
A3018,W1573,T4880,S171,Data Analysis,High,Pending
A3019,W1864,T4654,S192,UI/UX,High,On Hold
A3020,W1884,T5702,S199,Python,Critical,Completed
A3021,W1107,T2417,S144,C++,High,Pending
A3022,W1001,T2808,S134,Project Management,Critical,On Hold
A3023,W1740,T2015,S159,Java,Medium,Pending
A3024,W1526,T1482,S117,Java,Low,Pending
A3025,W1675,T3492,S178,UI/UX,Low,On Hold
A3026,W1826,T561,S185,UI/UX,Critical,In Progress
A3027,W1922,T5862,S161,C++,Low,On Hold
A3028,W1584,T4043,S170,Cybersecurity,Low,On Hold
A3029,W1151,T9473,S196,UI/UX,Low,In Progress
A3030,W1950,T3052,S124,Python,Low,On Hold
A3031,W1281,T1504,S140,C++,High,Completed
A3032,W1207,T6715,S199,Project Management,Critical,Pending
A3033,W1508,T5434,S178,Java,High,Pending
A3034,W1418,T2455,S130,Java,Low,Completed
A3035,W1448,T4478,S103,Java,Critical,Completed
A3036,W1367,T7798,S174,Python,High,In Progress
A3037,W1324,T7640,S198,Project Management,Critical,Completed
A3038,W1214,T4965,S145,DevOps,Critical,Pending
A3039,W1994,T1135,S165,Data Analysis,Low,Pending
A3040,W1540,T908,S118,DevOps,Medium,On Hold
A3041,W1877,T8244,S172,C++,Critical,On Hold
A3042,W1950,T222,S170,C++,Low,Completed
A3043,W1439,T2857,S110,C++,Medium,In Progress
A3044,W1229,T709,S113,UI/UX,High,Completed
A3045,W1169,T1853,S182,UI/UX,Critical,In Progress
A3046,W1283,T4226,S102,UI/UX,Low,Pending
A3047,W1770,T4070,S120,Java,High,In Progress
A3048,W1891,T7324,S156,Python,Critical,Pending
A3049,W1991,T4293,S144,Cybersecurity,Medium,Completed
A3050,W1429,T4219,S183,UI/UX,Medium,Completed
A3051,W1075,T1109,S153,Python,Medium,On Hold
A3052,W1269,T3644,S197,Python,Low,In Progress
A3053,W1072,T214,S160,DevOps,High,Pending
A3054,W1193,T6251,S181,C++,High,In Progress
A3055,W1792,T7700,S126,Cybersecurity,Medium,On Hold
A3056,W1962,T3390,S148,Python,Medium,Completed
A3057,W1526,T4446,S113,Java,Low,In Progress
A3058,W1799,T9917,S192,C++,Medium,In Progress
A3059,W1211,T3940,S114,Data Analysis,Low,In Progress
A3060,W1457,T2661,S181,DevOps,Low,In Progress
A3061,W1074,T8165,S111,Project Management,Medium,In Progress
A3062,W1549,T929,S145,C++,Low,Completed
A3063,W1717,T5231,S144,UI/UX,Medium,Completed
A3064,W1987,T1108,S155,Cybersecurity,Medium,Completed
A3065,W1216,T5217,S166,C++,Critical,In Progress
A3066,W1505,T5687,S100,Java,Low,In Progress
A3067,W1877,T8703,S161,Python,Critical,On Hold
A3068,W1936,T4820,S112,Cybersecurity,Low,Pending
A3069,W1030,T381,S189,Project Management,Low,On Hold
A3070,W1612,T918,S178,Project Management,High,On Hold
A3071,W1076,T1709,S138,C++,Low,Completed
A3072,W1180,T535,S114,Java,Critical,Pending
A3073,W1585,T2924,S167,C++,Medium,On Hold
A3074,W1333,T7739,S101,Project Management,Low,In Progress
A3075,W1915,T6868,S169,DevOps,Critical,Pending
A3076,W1072,T4316,S185,UI/UX,High,Pending
A3077,W1950,T3201,S164,Project Management,High,On Hold
A3078,W1777,T568,S167,Project Management,Low,Pending
A3079,W1683,T623,S148,Cybersecurity,Critical,On Hold
A3080,W1310,T4130,S195,DevOps,Low,Pending
A3081,W1573,T7604,S115,Python,High,On Hold
A3082,W1888,T9744,S135,UI/UX,High,On Hold
A3083,W1416,T755,S169,Project Management,Low,In Progress
A3084,W1417,T4867,S155,Cybersecurity,Medium,In Progress
A3085,W1193,T4157,S196,Project Management,Low,In Progress
A3086,W1066,T5185,S163,C++,Medium,In Progress
A3087,W1887,T7829,S129,Cybersecurity,High,Completed
A3088,W1801,T8882,S123,C++,Critical,Completed
A3089,W1974,T1792,S146,DevOps,High,In Progress
A3090,W1523,T1800,S119,Java,High,On Hold
A3091,W1640,T9102,S148,C++,High,In Progress
A3092,W1348,T6167,S151,Project Management,Critical,Pending
A3093,W1921,T2713,S171,Cybersecurity,Critical,Completed
A3094,W1807,T4347,S184,UI/UX,High,On Hold
A3095,W1829,T5079,S158,Cybersecurity,Low,Pending
A3096,W1372,T8638,S161,UI/UX,High,In Progress
A3097,W1196,T1440,S175,C++,Medium,Pending
A3098,W1199,T2203,S148,Data Analysis,High,In Progress
A3099,W1567,T6313,S157,Python,Low,In Progress
A3100,W1941,T122,S178,Data Analysis,High,Pending
A3101,W1655,T8661,S190,Python,Low,In Progress
A3102,W1201,T1231,S135,Cybersecurity,Critical,On Hold
A3103,W1190,T5478,S118,Java,High,In Progress
A3104,W1280,T42,S151,Project Management,High,On Hold
A3105,W1067,T6873,S148,UI/UX,Low,In Progress
A3106,W1648,T7362,S181,Data Analysis,Low,Completed
A3107,W1889,T8777,S169,Cybersecurity,Low,On Hold
A3108,W1444,T2319,S102,UI/UX,Medium,Completed
A3109,W1793,T1722,S133,Data Analysis,Medium,In Progress
A3110,W1165,T8272,S130,Java,High,In Progress
A3111,W1512,T3666,S182,Python,High,Completed
A3112,W1642,T8631,S111,Data Analysis,Critical,Pending
A3113,W1400,T3816,S109,UI/UX,Medium,Pending
A3114,W1239,T3448,S133,C++,Critical,In Progress
A3115,W1336,T9680,S177,Cybersecurity,Medium,In Progress
A3116,W1300,T2773,S134,Data Analysis,Low,On Hold
A3117,W1720,T161,S198,Cybersecurity,Medium,On Hold
A3118,W1359,T2906,S144,Java,Low,On Hold
A3119,W1359,T3436,S112,Cybersecurity,High,Completed
A3120,W1645,T6323,S151,Python,Low,Pending
A3121,W1690,T7341,S146,Project Management,High,In Progress
A3122,W1397,T6418,S178,Python,High,On Hold
A3123,W1031,T6049,S131,C++,Medium,Pending
A3124,W1673,T1807,S166,Cybersecurity,Critical,Pending
A3125,W1631,T7726,S106,Data Analysis,Medium,In Progress
A3126,W1470,T8399,S135,DevOps,Medium,In Progress
A3127,W1392,T5023,S190,Cybersecurity,Low,In Progress
A3128,W1069,T3991,S199,UI/UX,Medium,On Hold
A3129,W1484,T4817,S156,C++,Critical,On Hold
A3130,W1437,T6470,S182,Python,High,Completed
A3131,W1739,T7003,S128,Java,Critical,In Progress
A3132,W1504,T4368,S130,Python,High,In Progress
A3133,W1669,T6464,S171,C++,Medium,In Progress
A3134,W1938,T8728,S141,Python,Medium,Completed
A3135,W1360,T6896,S163,Java,Medium,Pending
A3136,W1263,T4501,S184,DevOps,High,Completed
A3137,W1491,T4042,S132,Project Management,Low,In Progress
A3138,W1305,T6019,S118,Data Analysis,Critical,Completed
A3139,W1064,T1379,S117,Project Management,High,On Hold
A3140,W1204,T6591,S146,Project Management,High,Completed
A3141,W1325,T7439,S117,Python,High,In Progress
A3142,W1894,T7878,S160,UI/UX,Medium,Pending
A3143,W1585,T8315,S182,DevOps,Medium,In Progress
A3144,W1809,T8553,S152,Data Analysis,Critical,On Hold
A3145,W1269,T7038,S188,UI/UX,High,Completed
A3146,W1562,T8446,S191,Cybersecurity,Low,Completed
A3147,W1489,T3512,S142,Project Management,Medium,In Progress
A3148,W1807,T5580,S161,C++,High,Completed
A3149,W1979,T4619,S134,C++,Low,Completed
A3150,W1012,T4851,S117,Project Management,Low,In Progress
A3151,W1047,T6766,S155,Java,High,Completed
A3152,W1907,T2670,S109,Data Analysis,Low,Completed
A3153,W1583,T4359,S105,UI/UX,Medium,Completed
A3154,W1178,T9229,S167,Project Management,Medium,On Hold
A3155,W1613,T7529,S130,Cybersecurity,Low,Completed
A3156,W1721,T1664,S140,DevOps,Critical,In Progress
A3157,W1547,T8814,S173,Java,Low,In Progress
A3158,W1492,T7471,S142,UI/UX,Medium,Pending
A3159,W1123,T3013,S154,Java,Low,On Hold
A3160,W1563,T6681,S106,Data Analysis,High,Completed
A3161,W1468,T880,S176,Cybersecurity,Medium,Completed
A3162,W1053,T8866,S162,Data Analysis,Medium,In Progress
A3163,W1936,T8443,S157,Cybersecurity,Critical,Completed
A3164,W1648,T1667,S178,Java,High,Completed
A3165,W1395,T596,S170,C++,Critical,Completed
A3166,W1138,T9271,S198,UI/UX,Low,Pending
