assignment_id,worker_id,task_id,supervisor_id,skill,priority,status
A543,W1578,T857,S153,Python,Low,In Progress
A544,W1214,T189,S126,Java,Low,Completed
A545,W1985,T806,S144,C++,High,On Hold
A546,W1015,T506,S134,Project Management,Low,Pending
A547,W1260,T820,S109,Data Analysis,High,In Progress
A548,W1740,T28,S157,DevOps,Critical,In Progress
A549,W1749,T743,S154,C++,Medium,Pending
A550,W1192,T973,S119,Java,High,Pending
A551,W1631,T93,S156,Java,Critical,In Progress
A552,W1533,T332,S154,DevOps,Critical,On Hold
A553,W1429,T297,S122,Cybersecurity,Low,Completed
A554,W1820,T68,S172,Cybersecurity,Critical,In Progress
A555,W1622,T982,S113,Data Analysis,High,Pending
A556,W1203,T893,S157,Cybersecurity,Medium,On Hold
A557,W1742,T555,S152,DevOps,Critical,On Hold
A558,W1648,T548,S198,Project Management,Critical,Pending
A559,W1522,T433,S138,C++,Medium,On Hold
A560,W1325,T22,S100,C++,Low,On Hold
A561,W1369,T730,S125,Java,Medium,Completed
A562,W1665,T42,S162,Python,Low,In Progress
A563,W1182,T12,S171,DevOps,Medium,Completed
A564,W1181,T387,S131,DevOps,Critical,Pending
A565,W1412,T102,S115,Data Analysis,Medium,In Progress
A566,W1614,T913,S136,Cybersecurity,Low,Pending
A567,W1920,T529,S194,Project Management,High,In Progress
A568,W1331,T159,S187,UI/UX,Critical,In Progress
A569,W1599,T840,S148,Java,Critical,On Hold
A570,W1337,T849,S154,C++,Low,On Hold
A571,W1657,T323,S111,Data Analysis,High,Completed
A572,W1203,T194,S105,Project Management,High,Completed
A573,W1037,T962,S193,Java,Medium,In Progress
A574,W1759,T118,S157,Project Management,Critical,Completed
A575,W1069,T219,S133,Cybersecurity,Low,Pending
A576,W1366,T259,S161,DevOps,High,Completed
A577,W1350,T227,S135,Python,Low,In Progress
A578,W1825,T657,S144,Java,High,In Progress
A579,W1913,T98,S195,Cybersecurity,Critical,In Progress
A580,W1876,T353,S103,Cybersecurity,Critical,On Hold
A581,W1483,T128,S187,DevOps,Medium,Pending
A582,W1769,T740,S131,DevOps,Medium,Completed
A583,W1041,T549,S188,Cybersecurity,High,Completed
A584,W1772,T617,S116,Java,Medium,In Progress
A585,W1484,T235,S134,Java,Medium,Pending
A586,W1953,T105,S188,Cybersecurity,Medium,Completed
A587,W1449,T660,S119,Java,Medium,Completed
A588,W1614,T543,S120,UI/UX,Medium,On Hold
A589,W1807,T162,S177,Project Management,High,Pending
A590,W1167,T804,S119,Java,High,On Hold
A591,W1815,T708,S140,Cybersecurity,Critical,In Progress
A592,W1259,T2,S117,UI/UX,Critical,On Hold
A593,W1336,T469,S116,Project Management,High,Pending
A594,W1853,T117,S140,C++,Medium,In Progress
A595,W1369,T194,S185,UI/UX,High,Pending
A596,W1060,T329,S123,Java,Low,In Progress
A597,W1258,T293,S139,Python,Critical,Completed
A598,W1993,T247,S142,Java,High,In Progress
A599,W1414,T81,S147,C++,High,Pending
A600,W1675,T373,S146,Java,Low,On Hold
A601,W1059,T980,S196,UI/UX,High,In Progress
A602,W1923,T43,S140,UI/UX,High,Completed
A603,W1148,T57,S109,Python,High,In Progress
A604,W1121,T906,S144,UI/UX,Low,On Hold
A605,W1237,T725,S199,UI/UX,Critical,In Progress
A606,W1687,T342,S149,Data Analysis,Critical,On Hold
A607,W1674,T824,S171,Project Management,Medium,On Hold
A608,W1700,T710,S150,Java,Critical,Pending
A609,W1335,T764,S194,Project Management,Medium,Pending
A610,W1813,T306,S121,DevOps,Medium,In Progress
A611,W1132,T57,S196,DevOps,Critical,Completed
A612,W1571,T438,S125,Java,High,Completed
A613,W1513,T70,S162,Data Analysis,Low,Pending
A614,W1292,T944,S169,Data Analysis,High,In Progress
A615,W1782,T802,S178,C++,High,In Progress
A616,W1000,T203,S149,Java,Critical,On Hold
A617,W1609,T976,S196,UI/UX,Medium,Pending
A618,W1893,T978,S100,UI/UX,Low,On Hold
A619,W1805,T694,S141,Python,High,On Hold
A620,W1092,T824,S143,Python,High,On Hold
A621,W1191,T719,S151,C++,Medium,On Hold
A622,W1725,T415,S123,Project Management,Medium,On Hold
A623,W1935,T681,S140,Cybersecurity,Medium,On Hold
A624,W1293,T355,S159,Project Management,Low,On Hold
A625,W1041,T95,S126,Data Analysis,Medium,On Hold
A626,W1310,T826,S194,Cybersecurity,Low,In Progress
A627,W1024,T439,S122,Python,Low,In Progress
A628,W1230,T467,S174,Java,Low,Completed
A629,W1094,T123,S187,DevOps,Low,On Hold
A630,W1462,T821,S177,Project Management,High,In Progress
A631,W1648,T96,S127,Cybersecurity,Medium,Pending
A632,W1774,T144,S195,Python,Medium,On Hold
A633,W1027,T905,S199,C++,Medium,On Hold
A634,W1818,T621,S110,Cybersecurity,Medium,In Progress
A635,W1295,T477,S152,Data Analysis,Low,Completed
A636,W1775,T753,S199,UI/UX,High,On Hold
A637,W1752,T707,S163,C++,Low,Completed
A638,W1907,T889,S102,Cybersecurity,High,Pending
A639,W1421,T107,S150,Project Management,Critical,Completed
A640,W1193,T395,S178,Cybersecurity,High,Pending
A641,W1250,T981,S199,Java,Low,Completed
A642,W1308,T950,S182,C++,Critical,In Progress
A643,W1930,T423,S156,UI/UX,Critical,Completed
A644,W1679,T914,S146,Java,Critical,Completed
A645,W1655,T250,S197,UI/UX,High,Pending
A646,W1129,T506,S137,Python,Critical,Completed
A647,W1511,T234,S125,Java,Low,Pending
A648,W1968,T350,S191,Python,High,In Progress
A649,W1116,T750,S191,C++,Medium,In Progress
A650,W1723,T465,S153,Project Management,Low,On Hold
A651,W1951,T489,S164,C++,Low,Completed
A652,W1850,T669,S105,DevOps,Critical,Pending
A653,W1814,T757,S156,C++,Medium,Pending
A654,W1745,T989,S105,DevOps,High,In Progress
A655,W1645,T703,S117,Project Management,High,Pending
A656,W1982,T951,S116,C++,Critical,Completed
A657,W1501,T761,S182,Python,Critical,Completed
A658,W1977,T292,S171,Data Analysis,Medium,Pending
A659,W1138,T148,S114,Project Management,Low,On Hold
A660,W1444,T677,S198,UI/UX,High,Pending
A661,W1523,T603,S199,Python,Critical,On Hold
A662,W1264,T157,S158,C++,High,On Hold
A663,W1872,T808,S104,Project Management,Medium,In Progress
A664,W1842,T245,S134,DevOps,Low,On Hold
A665,W1331,T884,S178,UI/UX,Medium,In Progress
A666,W1257,T188,S134,Project Management,High,In Progress
A667,W1719,T94,S158,Project Management,Medium,Completed
A668,W1617,T251,S152,Cybersecurity,Medium,Completed
A669,W1017,T316,S181,C++,Low,In Progress
A670,W1105,T798,S190,C++,Low,Completed
A671,W1264,T822,S130,Java,High,Completed
A672,W1508,T281,S142,C++,Medium,Pending
A673,W1559,T452,S168,Data Analysis,Medium,Completed
A674,W1818,T542,S182,C++,Medium,Pending
A675,W1354,T664,S161,Cybersecurity,Low,Completed
A676,W1135,T298,S129,Python,Low,Completed
A677,W1221,T632,S123,Java,High,In Progress
A678,W1890,T212,S196,Data Analysis,Medium,Completed
A679,W1889,T51,S148,UI/UX,Medium,In Progress
A680,W1478,T922,S159,C++,Critical,Pending
A681,W1244,T880,S199,Data Analysis,Low,Completed
A682,W1982,T644,S136,Python,Critical,In Progress
A683,W1735,T156,S165,C++,Critical,Completed
A684,W1500,T799,S114,Data Analysis,Low,In Progress
A685,W1103,T804,S109,Python,Medium,On Hold
A686,W1235,T903,S102,Cybersecurity,Critical,On Hold
A687,W1133,T152,S141,Data Analysis,Medium,In Progress
A688,W1051,T49,S130,Java,Low,On Hold
A689,W1247,T470,S190,Cybersecurity,Low,Pending
A690,W1023,T253,S144,DevOps,High,In Progress
A691,W1096,T436,S157,Python,Critical,Pending
A692,W1468,T782,S121,Project Management,Critical,On Hold
A693,W1568,T792,S134,Java,High,In Progress
A694,W1387,T149,S174,Cybersecurity,Low,Completed
A695,W1644,T654,S191,Data Analysis,Medium,Completed
A696,W1686,T607,S130,UI/UX,Critical,On Hold
A697,W1255,T129,S138,C++,High,Completed
A698,W1748,T382,S100,Data Analysis,Medium,Completed
A699,W1664,T830,S168,Data Analysis,Medium,In Progress
A700,W1814,T954,S162,Project Management,Critical,In Progress
A701,W1824,T575,S140,DevOps,High,In Progress
A702,W1135,T233,S123,Cybersecurity,Low,Pending
A703,W1666,T620,S129,UI/UX,Critical,Pending
A704,W1214,T24,S152,DevOps,Medium,On Hold
A705,W1498,T856,S167,UI/UX,Medium,On Hold
A706,W1431,T724,S193,Project Management,Medium,Pending
A707,W1552,T974,S159,C++,High,On Hold
A708,W1859,T533,S133,C++,Medium,Completed
A709,W1226,T791,S194,Data Analysis,Low,Pending
A710,W1895,T313,S140,Python,Low,Completed
A711,W1242,T631,S128,Python,Low,In Progress
A712,W1470,T110,S126,C++,High,Pending
A713,W1382,T255,S129,Project Management,Medium,On Hold
A714,W1004,T916,S162,UI/UX,Critical,In Progress
A715,W1234,T343,S130,UI/UX,Medium,Pending
A716,W1245,T493,S108,C++,Critical,Pending
A717,W1261,T67,S190,Cybersecurity,Medium,On Hold
A718,W1622,T481,S134,Python,Medium,In Progress
A719,W1801,T956,S171,DevOps,Low,Completed
A720,W1889,T332,S158,Java,Critical,Completed
A721,W1919,T611,S105,Python,Critical,In Progress
A722,W1966,T264,S192,Python,Medium,In Progress
A723,W1479,T493,S176,Cybersecurity,High,Completed
A724,W1046,T438,S177,C++,Low,Pending
A725,W1922,T30,S136,UI/UX,Low,Pending
A726,W1147,T760,S187,Python,High,In Progress
A727,W1763,T724,S160,Python,Medium,On Hold
A728,W1559,T642,S107,DevOps,Low,Completed
A729,W1865,T442,S110,DevOps,Low,Pending
A730,W1330,T448,S103,Cybersecurity,High,In Progress
A731,W1736,T537,S183,C++,High,Pending
A732,W1877,T152,S120,UI/UX,Medium,Pending
A733,W1630,T271,S100,Project Management,Critical,On Hold
A734,W1091,T321,S106,Java,High,Completed
A735,W1347,T724,S148,UI/UX,Medium,Completed
A736,W1055,T66,S110,DevOps,Medium,On Hold
A737,W1504,T895,S150,Data Analysis,Medium,Completed
A738,W1090,T920,S171,DevOps,Critical,Completed
A739,W1183,T122,S147,UI/UX,Medium,On Hold
A740,W1708,T760,S142,Cybersecurity,High,In Progress
A741,W1110,T827,S118,UI/UX,Low,Pending
A742,W1000,T692,S121,Data Analysis,Critical,On Hold
A743,W1440,T246,S100,UI/UX,Critical,On Hold
A744,W1249,T877,S113,Data Analysis,High,In Progress
A745,W1520,T457,S116,UI/UX,Medium,Completed
A746,W1235,T28,S153,Java,Critical,Pending
A747,W1269,T447,S151,DevOps,Critical,On Hold
A748,W1375,T477,S104,C++,High,On Hold
A749,W1948,T958,S169,Data Analysis,Medium,Pending
A750,W1695,T71,S113,Cybersecurity,Low,In Progress
A751,W1563,T620,S144,UI/UX,Medium,In Progress
A752,W1262,T802,S120,Python,Medium,In Progress
A753,W1146,T218,S183,Java,Medium,On Hold
A754,W1618,T771,S190,Java,Medium,On Hold
A755,W1463,T519,S105,C++,Critical,Pending
A756,W1812,T707,S122,Java,Critical,Completed
A757,W1683,T366,S127,DevOps,Medium,Pending
A758,W1958,T133,S150,C++,Medium,Completed
A759,W1127,T247,S196,DevOps,Low,Completed
A760,W1731,T326,S116,Data Analysis,Medium,Completed
A761,W1866,T72,S176,UI/UX,Medium,On Hold
A762,W1660,T67,S132,Python,Low,In Progress
A763,W1467,T934,S188,DevOps,Medium,Pending
A764,W1945,T246,S194,Project Management,Low,In Progress
A765,W1527,T86,S143,Java,Critical,Pending
A766,W1892,T896,S169,Cybersecurity,Critical,Completed
A767,W1834,T773,S102,UI/UX,Critical,Completed
A768,W1798,T947,S163,DevOps,Critical,Completed
A769,W1299,T225,S188,UI/UX,Low,On Hold
A770,W1890,T592,S152,Java,High,On Hold
A771,W1136,T605,S166,Project Management,Critical,Completed
A772,W1240,T942,S153,Python,Low,Pending
A773,W1542,T386,S104,Data Analysis,High,Pending
A774,W1892,T891,S119,Data Analysis,Critical,On Hold
A775,W1804,T653,S192,Python,Medium,Completed
A776,W1233,T188,S115,Cybersecurity,Low,Completed
A777,W1876,T523,S145,Python,Critical,Pending
A778,W1732,T992,S158,Project Management,Medium,On Hold
A779,W1126,T79,S195,UI/UX,Low,On Hold
A780,W1737,T187,S140,Cybersecurity,Critical,On Hold
A781,W1817,T528,S147,Cybersecurity,Medium,Pending
A782,W1533,T426,S160,DevOps,Low,Pending
A783,W1548,T170,S118,C++,High,Completed
A784,W1366,T144,S197,Java,Low,Pending
A785,W1788,T389,S127,Project Management,Low,In Progress
A786,W1765,T104,S167,UI/UX,Critical,In Progress
A787,W1447,T151,S146,UI/UX,High,Completed
A788,W1913,T746,S189,Java,High,Pending
A789,W1957,T305,S162,Cybersecurity,High,On Hold
A790,W1740,T901,S146,Python,Medium,In Progress
A791,W1952,T202,S124,Python,Low,On Hold
A792,W1564,T596,S111,Java,High,Completed
A793,W1656,T436,S151,Data Analysis,Low,Pending
A794,W1169,T569,S179,Project Management,Low,In Progress
A795,W1753,T934,S114,UI/UX,Low,Pending
A796,W1591,T297,S110,Java,Low,On Hold
A797,W1833,T484,S174,C++,Medium,On Hold
A798,W1741,T159,S148,C++,Critical,In Progress
A799,W1056,T596,S187,C++,Medium,On Hold
A800,W1076,T520,S171,UI/UX,Critical,Completed
A801,W1653,T130,S142,C++,Medium,Pending
A802,W1130,T748,S126,Cybersecurity,High,Completed
A803,W1555,T437,S169,Data Analysis,Medium,In Progress
A804,W1569,T399,S119,Cybersecurity,High,On Hold
A805,W1597,T883,S130,Project Management,High,In Progress
A806,W1616,T77,S135,UI/UX,Low,On Hold
A807,W1995,T681,S165,DevOps,Medium,In Progress
A808,W1198,T621,S192,DevOps,Medium,Pending
A809,W1731,T373,S195,Cybersecurity,Medium,On Hold
A810,W1338,T719,S112,Python,Low,In Progress
A811,W1718,T98,S124,Cybersecurity,Critical,Pending
A812,W1933,T457,S102,C++,Low,Completed
A813,W1633,T343,S135,DevOps,High,On Hold
A814,W1837,T620,S128,Data Analysis,Low,Completed
A815,W1202,T826,S137,Java,High,Pending
A816,W1468,T273,S120,Python,Low,On Hold
A817,W1867,T217,S120,Project Management,Critical,Pending
A818,W1046,T807,S141,DevOps,Low,In Progress
A819,W1747,T271,S139,Cybersecurity,High,Pending
A820,W1955,T231,S193,Java,Low,Pending
A821,W1293,T515,S170,Python,Medium,Completed
A822,W1546,T995,S150,UI/UX,High,In Progress
A823,W1992,T145,S109,Project Management,Medium,Completed
A824,W1000,T152,S168,C++,High,Pending
A825,W1412,T357,S135,C++,High,Completed
A826,W1195,T970,S149,Data Analysis,High,In Progress
A827,W1403,T24,S148,Python,Low,On Hold
A828,W1194,T356,S135,Data Analysis,Low,Pending
A829,W1739,T423,S164,Cybersecurity,Low,Completed
A830,W1467,T853,S163,Project Management,Critical,In Progress
A831,W1246,T306,S129,Cybersecurity,Medium,Pending
A832,W1468,T254,S167,Project Management,Medium,On Hold
A833,W1574,T207,S186,C++,Low,On Hold
A834,W1952,T773,S137,DevOps,High,In Progress
A835,W1228,T831,S114,Python,Critical,Completed
A836,W1375,T185,S163,Python,Medium,On Hold
A837,W1236,T427,S195,Python,High,Pending
A838,W1990,T314,S147,DevOps,Medium,In Progress
A839,W1747,T165,S133,C++,Medium,On Hold
A840,W1540,T357,S100,C++,Critical,Completed
A841,W1744,T746,S136,Cybersecurity,Critical,On Hold
A842,W1892,T339,S104,UI/UX,Medium,On Hold
A843,W1869,T875,S182,DevOps,Low,On Hold
A844,W1838,T103,S159,Python,Low,In Progress
A845,W1025,T553,S131,Data Analysis,Critical,On Hold
A846,W1505,T360,S159,C++,Low,On Hold
A847,W1601,T720,S173,DevOps,Low,Completed
A848,W1226,T427,S157,Data Analysis,High,In Progress
A849,W1690,T809,S130,Cybersecurity,Medium,Completed
A850,W1603,T997,S102,Project Management,High,In Progress
A851,W1411,T117,S117,DevOps,Critical,On Hold
A852,W1452,T885,S105,C++,High,Pending
A853,W1118,T135,S186,UI/UX,Medium,On Hold
A854,W1964,T98,S129,UI/UX,Medium,Pending
A855,W1115,T552,S156,Cybersecurity,Medium,Completed
A856,W1836,T964,S114,Cybersecurity,High,On Hold
A857,W1326,T400,S181,Python,Medium,Pending
A858,W1241,T276,S105,Cybersecurity,Low,In Progress
A859,W1016,T1,S100,Java,High,In Progress
A860,W1914,T740,S131,UI/UX,Medium,Pending
A861,W1692,T28,S188,Cybersecurity,High,Pending
A862,W1285,T254,S119,UI/UX,Medium,In Progress
A863,W1228,T674,S102,UI/UX,Critical,Completed
A864,W1695,T104,S126,Java,Medium,Completed
A865,W1797,T623,S160,Project Management,Low,Completed
A866,W1229,T749,S190,DevOps,High,Pending
A867,W1721,T111,S180,Java,Critical,Completed
A868,W1570,T835,S160,Data Analysis,Low,In Progress
A869,W1781,T23,S127,Project Management,Low,Completed
A870,W1237,T947,S147,Java,Critical,In Progress
A871,W1786,T167,S144,Data Analysis,Medium,On Hold
A872,W1307,T617,S195,Project Management,High,In Progress
A873,W1462,T811,S152,Java,Low,On Hold
A874,W1687,T817,S174,Data Analysis,Low,On Hold
A875,W1207,T99,S179,Project Management,Critical,In Progress
A876,W1284,T621,S198,Cybersecurity,Medium,On Hold
A877,W1920,T404,S130,Data Analysis,High,Completed
A878,W1242,T242,S194,DevOps,High,On Hold
A879,W1213,T626,S149,Java,Low,On Hold
A880,W1594,T119,S184,Data Analysis,Critical,On Hold
A881,W1173,T997,S101,Data Analysis,Medium,Completed
A882,W1432,T48,S116,Cybersecurity,Medium,In Progress
A883,W1480,T491,S118,Cybersecurity,High,Pending
A884,W1541,T412,S102,Data Analysis,High,Pending
A885,W1288,T435,S117,DevOps,Critical,In Progress
A886,W1731,T38,S120,Python,Low,Pending
A887,W1959,T137,S182,Project Management,High,Pending
A888,W1119,T958,S179,Data Analysis,High,Pending
A889,W1615,T716,S158,Python,High,On Hold
A890,W1665,T862,S164,DevOps,High,In Progress
A891,W1461,T582,S184,Project Management,Medium,Pending
A892,W1005,T287,S194,DevOps,Critical,Completed
A893,W1564,T42,S183,DevOps,Low,Completed
A894,W1130,T140,S160,UI/UX,Critical,Completed
A895,W1663,T480,S102,C++,Critical,Pending
A896,W1005,T885,S141,Data Analysis,Critical,On Hold
A897,W1534,T227,S170,Python,Critical,Completed
A898,W1220,T630,S105,Project Management,High,Completed
A899,W1600,T754,S180,Java,Critical,Completed
A900,W1061,T807,S132,Cybersecurity,Medium,In Progress
A901,W1912,T859,S158,Project Management,High,Pending
A902,W1545,T365,S120,UI/UX,High,Completed
A903,W1982,T40,S162,Project Management,Medium,On Hold
A904,W1458,T401,S136,Data Analysis,Medium,Pending
A905,W1995,T283,S165,Python,High,Pending
A906,W1764,T958,S122,Python,Critical,Completed
A907,W1973,T321,S134,DevOps,High,Completed
A908,W1921,T906,S143,UI/UX,High,On Hold
A909,W1869,T148,S165,Cybersecurity,Critical,In Progress
A910,W1141,T15,S157,C++,High,In Progress
A911,W1001,T685,S104,Data Analysis,Critical,On Hold
A912,W1837,T58,S170,Data Analysis,Medium,Pending
A913,W1856,T177,S176,Python,Medium,Pending
A914,W1151,T648,S172,C++,High,On Hold
A915,W1267,T640,S155,Java,Low,In Progress
A916,W1136,T923,S166,Java,Critical,Pending
A917,W1172,T593,S163,Data Analysis,Critical,Pending
A918,W1535,T260,S107,C++,Critical,Pending
A919,W1961,T754,S157,Java,Medium,Pending
A920,W1239,T505,S135,UI/UX,High,Pending
A921,W1294,T702,S127,UI/UX,Medium,In Progress
A922,W1983,T135,S142,Java,Low,In Progress
A923,W1705,T287,S137,Java,Critical,Completed
A924,W1324,T71,S119,C++,Critical,Completed
A925,W1261,T223,S184,Data Analysis,Medium,Completed
A926,W1152,T817,S175,Python,Low,In Progress
A927,W1300,T50,S166,UI/UX,High,Pending
A928,W1118,T404,S135,Java,High,On Hold
A929,W1065,T69,S117,Project Management,Low,In Progress
A930,W1110,T450,S125,Python,High,Pending
A931,W1973,T884,S107,DevOps,Medium,Pending
A932,W1825,T982,S129,Data Analysis,High,On Hold
A933,W1616,T216,S191,Cybersecurity,Critical,Pending
A934,W1043,T281,S181,DevOps,Low,Completed
A935,W1742,T880,S176,UI/UX,Critical,On Hold
A936,W1854,T853,S188,DevOps,Low,On Hold
A937,W1138,T13,S150,C++,Medium,Pending
A938,W1994,T216,S159,Cybersecurity,Critical,In Progress
A939,W1738,T608,S183,Project Management,Medium,On Hold
A940,W1983,T601,S176,Data Analysis,Low,Completed
A941,W1216,T656,S197,Cybersecurity,Medium,On Hold
A942,W1405,T742,S166,Java,Low,Completed
A943,W1230,T125,S164,Cybersecurity,High,On Hold
A944,W1729,T846,S168,Python,Critical,On Hold
A945,W1691,T186,S176,DevOps,Medium,Completed
A946,W1136,T382,S157,Python,Low,On Hold
A947,W1403,T462,S197,Python,Critical,On Hold
A948,W1863,T44,S183,Cybersecurity,High,Pending
A949,W1776,T236,S167,C++,Low,Completed
A950,W1997,T265,S126,Data Analysis,Low,Pending
A951,W1399,T65,S126,DevOps,Low,On Hold
A952,W1728,T480,S146,C++,Medium,In Progress
A953,W1700,T51,S113,UI/UX,Low,In Progress
A954,W1882,T873,S167,Java,Critical,Pending
A955,W1652,T137,S199,DevOps,High,On Hold
A956,W1916,T5,S150,Java,Critical,Completed
A957,W1158,T7,S153,Data Analysis,Low,On Hold
A958,W1689,T333,S105,Cybersecurity,Low,In Progress
A959,W1445,T90,S141,Python,Medium,Pending
A960,W1354,T174,S138,Java,Low,In Progress
A961,W1494,T855,S110,Python,Low,On Hold
A962,W1185,T437,S124,Cybersecurity,Low,Pending
A963,W1268,T807,S107,UI/UX,Critical,In Progress
A964,W1498,T990,S126,Project Management,Medium,On Hold
A965,W1811,T472,S146,Cybersecurity,Medium,In Progress
A966,W1109,T410,S192,UI/UX,Medium,In Progress
A967,W1402,T476,S126,DevOps,Medium,In Progress
A968,W1794,T652,S130,C++,High,On Hold
A969,W1366,T399,S180,Python,Critical,In Progress
A970,W1997,T143,S159,UI/UX,Low,Pending
A971,W1187,T232,S138,Cybersecurity,Critical,Completed
A972,W1042,T472,S181,C++,Medium,In Progress
A973,W1966,T848,S103,Cybersecurity,Low,Pending
A974,W1731,T247,S189,Project Management,Low,In Progress
A975,W1785,T720,S118,DevOps,Critical,Pending
A976,W1212,T783,S177,Python,Low,On Hold
A977,W1192,T878,S174,Cybersecurity,Critical,In Progress
A978,W1787,T663,S190,UI/UX,Critical,Pending
A979,W1520,T400,S137,Python,Medium,In Progress
A980,W1169,T889,S171,Cybersecurity,Critical,On Hold
A981,W1483,T724,S180,UI/UX,Medium,Pending
A982,W1151,T894,S143,UI/UX,Critical,Completed
A983,W1573,T747,S127,Data Analysis,Low,Pending
A984,W1009,T253,S185,Project Management,Critical,Pending
A985,W1911,T913,S149,Python,Medium,Completed
A986,W1034,T974,S175,Project Management,Medium,Pending
A987,W1010,T149,S199,Python,High,Completed
A988,W1920,T708,S109,Java,High,Pending
A989,W1092,T209,S128,UI/UX,Medium,Completed
A990,W1915,T700,S121,Cybersecurity,Critical,On Hold
A991,W1005,T202,S131,Java,High,On Hold
A992,W1167,T451,S149,C++,Critical,Completed
A993,W1073,T308,S140,Python,Medium,In Progress
A994,W1465,T644,S153,Java,Medium,Pending
A995,W1729,T474,S153,Cybersecurity,High,Completed
A996,W1082,T586,S152,Python,Medium,Completed
A997,W1579,T892,S163,Data Analysis,Medium,Pending
A998,W1042,T109,S126,Cybersecurity,Medium,Completed
A999,W1504,T764,S148,Project Management,Medium,On Hold
A1000,W1828,T594,S149,Data Analysis,Critical,In Progress
