assignment_id,worker_id,task_id,supervisor_id,skill,priority,status
A529,W1612,T1651,S132,UI/UX,Critical,On Hold
A530,W1133,T356,S191,C++,Critical,On Hold
A531,W1363,T1538,S135,Python,Critical,Completed
A532,W1742,T1751,S148,C++,Low,On Hold
A533,W1598,T1411,S192,UI/UX,Critical,In Progress
A534,W1804,T724,S176,DevOps,Low,Completed
A535,W1699,T548,S152,Cybersecurity,Critical,On Hold
A536,W1007,T770,S101,Data Analysis,Medium,On Hold
A537,W1075,T827,S138,UI/UX,Medium,In Progress
A538,W1376,T883,S115,Java,Low,On Hold
A539,W1364,T170,S182,DevOps,High,Completed
A540,W1699,T1145,S174,Java,Medium,On Hold
A541,W1882,T1747,S146,Python,Critical,Pending
A542,W1810,T1509,S195,UI/UX,Low,Pending
A543,W1058,T153,S154,Python,Medium,Pending
A544,W1464,T412,S130,Python,High,Pending
A545,W1509,T1657,S161,Java,Critical,Pending
A546,W1730,T1719,S168,C++,High,On Hold
A547,W1496,T877,S157,Java,Critical,Pending
A548,W1133,T1606,S177,Python,Low,Pending
A549,W1365,T1078,S164,Project Management,Critical,On Hold
A550,W1202,T1790,S143,DevOps,Critical,On Hold
A551,W1485,T799,S118,Data Analysis,High,Pending
A552,W1912,T1654,S194,Project Management,Medium,Pending
A553,W1030,T1322,S164,DevOps,Low,Completed
A554,W1719,T1405,S120,Project Management,Critical,Pending
A555,W1980,T1701,S176,Java,Low,Completed
A556,W1146,T809,S125,Cybersecurity,Critical,Pending
A557,W1418,T291,S173,DevOps,Medium,In Progress
A558,W1148,T1753,S175,Data Analysis,Medium,Pending
A559,W1578,T1245,S181,C++,Critical,On Hold
A560,W1142,T649,S176,UI/UX,Critical,On Hold
A561,W1902,T1686,S197,Python,High,On Hold
A562,W1252,T150,S165,C++,Low,Pending
A563,W1509,T713,S159,Data Analysis,Critical,In Progress
A564,W1083,T1025,S124,Java,Critical,Pending
A565,W1684,T456,S129,DevOps,Medium,In Progress
A566,W1250,T1796,S104,Cybersecurity,Critical,Completed
A567,W1892,T1540,S192,Project Management,Critical,On Hold
A568,W1491,T1985,S140,Cybersecurity,Critical,On Hold
A569,W1723,T1622,S110,Python,High,On Hold
A570,W1146,T1648,S179,Project Management,Critical,Completed
A571,W1502,T1257,S160,UI/UX,Critical,Pending
A572,W1708,T1093,S157,Java,Critical,On Hold
A573,W1911,T2000,S158,C++,High,Pending
A574,W1977,T382,S194,Python,Critical,Pending
A575,W1015,T138,S178,Python,Critical,In Progress
A576,W1969,T1320,S104,Cybersecurity,High,In Progress
A577,W1962,T1363,S125,C++,Low,On Hold
A578,W1403,T1646,S138,Python,Low,Completed
A579,W1486,T419,S181,Python,Medium,Completed
A580,W1589,T1733,S179,Data Analysis,High,Completed
A581,W1702,T601,S115,Project Management,Critical,On Hold
A582,W1246,T217,S153,DevOps,Medium,On Hold
A583,W1455,T1589,S101,C++,Medium,In Progress
A584,W1037,T145,S134,UI/UX,Critical,Completed
A585,W1051,T455,S101,Java,Medium,Completed
A586,W1326,T847,S185,UI/UX,Critical,In Progress
A587,W1455,T1161,S138,Python,Medium,Completed
A588,W1688,T806,S104,C++,High,Pending
A589,W1852,T1876,S184,Java,Low,In Progress
A590,W1842,T1312,S114,Project Management,Critical,Pending
A591,W1626,T1672,S195,UI/UX,Medium,Completed
A592,W1494,T19,S123,Data Analysis,Low,Pending
A593,W1176,T996,S187,Python,Critical,On Hold
A594,W1024,T881,S195,DevOps,High,On Hold
A595,W1293,T642,S103,Project Management,High,Pending
A596,W1718,T1931,S175,Python,High,Completed
A597,W1997,T1517,S197,Java,Low,Completed
A598,W1197,T285,S172,C++,Low,Pending
A599,W1647,T803,S193,DevOps,High,Pending
A600,W1182,T858,S118,C++,Medium,Pending
A601,W1789,T526,S127,C++,Low,Pending
A602,W1039,T1396,S195,Cybersecurity,Medium,Completed
A603,W1274,T443,S116,Java,High,Pending
A604,W1596,T1525,S115,Project Management,Critical,Completed
A605,W1014,T796,S149,Project Management,Medium,Pending
A606,W1422,T1984,S152,Python,High,Pending
A607,W1273,T122,S110,Cybersecurity,High,In Progress
A608,W1290,T1792,S151,Python,Medium,Pending
A609,W1556,T829,S171,C++,Low,Completed
A610,W1495,T792,S199,UI/UX,High,On Hold
A611,W1569,T1150,S195,Project Management,Medium,In Progress
A612,W1821,T1555,S157,UI/UX,High,In Progress
A613,W1809,T145,S191,Python,Medium,Pending
A614,W1272,T575,S100,UI/UX,Low,Completed
A615,W1623,T1390,S109,Project Management,Low,In Progress
A616,W1410,T1890,S183,Java,Critical,Pending
A617,W1345,T845,S194,Project Management,High,Pending
A618,W1103,T606,S119,Python,Critical,On Hold
A619,W1129,T460,S108,Java,Low,Completed
A620,W1386,T414,S187,DevOps,Medium,In Progress
A621,W1453,T1677,S174,Cybersecurity,Medium,Pending
A622,W1517,T195,S181,C++,Low,Completed
A623,W1828,T1978,S144,DevOps,Medium,On Hold
A624,W1121,T1568,S139,DevOps,High,On Hold
A625,W1490,T1368,S182,DevOps,Low,Completed
A626,W1447,T1941,S157,Project Management,High,In Progress
A627,W1248,T1549,S181,Java,Critical,Pending
A628,W1681,T1964,S138,C++,Critical,Completed
A629,W1268,T145,S108,Python,Low,On Hold
A630,W1256,T607,S139,Cybersecurity,Critical,Completed
A631,W1378,T1034,S133,Python,Medium,On Hold
A632,W1980,T32,S189,Data Analysis,Low,Completed
A633,W1325,T1640,S136,Java,High,On Hold
A634,W1674,T404,S121,Java,Low,Completed
A635,W1760,T992,S181,Java,High,Pending
A636,W1112,T1049,S100,Project Management,Critical,On Hold
A637,W1904,T193,S153,Python,Low,On Hold
A638,W1206,T1689,S180,C++,Low,In Progress
A639,W1370,T983,S120,Python,High,Pending
A640,W1839,T1573,S102,C++,High,On Hold
A641,W1273,T1584,S139,UI/UX,Medium,Pending
A642,W1528,T1036,S129,Java,Low,In Progress
A643,W1512,T1520,S158,C++,Medium,On Hold
A644,W1431,T38,S183,Project Management,High,In Progress
A645,W1868,T1625,S189,Java,Low,In Progress
A646,W1811,T947,S172,UI/UX,Low,Pending
A647,W1904,T1740,S124,Python,Medium,On Hold
A648,W1240,T999,S164,C++,Critical,In Progress
A649,W1884,T1004,S187,Data Analysis,Critical,Completed
A650,W1568,T781,S129,Python,Medium,Completed
A651,W1160,T97,S176,UI/UX,High,Completed
A652,W1610,T1018,S156,Project Management,Critical,In Progress
A653,W1383,T1502,S102,Java,Critical,On Hold
A654,W1749,T1123,S119,Java,Low,In Progress
A655,W1138,T1961,S167,UI/UX,Low,Completed
A656,W1738,T249,S195,Java,Medium,Completed
A657,W1998,T1233,S151,Cybersecurity,Critical,In Progress
A658,W1644,T1644,S147,Project Management,Critical,Completed
A659,W1627,T200,S192,Project Management,Low,Pending
A660,W1526,T35,S114,Python,High,Pending
A661,W1233,T465,S106,Cybersecurity,Medium,In Progress
A662,W1546,T1328,S186,Cybersecurity,High,On Hold
A663,W1247,T197,S135,DevOps,Medium,Completed
A664,W1133,T1578,S138,Python,High,In Progress
A665,W1839,T1310,S191,DevOps,Low,On Hold
A666,W1157,T1473,S153,Cybersecurity,Medium,On Hold
A667,W1371,T618,S197,C++,Medium,In Progress
A668,W1560,T547,S174,Cybersecurity,Low,Pending
A669,W1159,T1760,S147,DevOps,Medium,Completed
A670,W1934,T1135,S109,UI/UX,Critical,Completed
A671,W1511,T858,S189,Project Management,Medium,Pending
A672,W1057,T706,S102,DevOps,Medium,On Hold
A673,W1526,T1419,S199,C++,Medium,On Hold
A674,W1088,T1563,S156,Data Analysis,High,Completed
A675,W1855,T981,S134,DevOps,Medium,Pending
A676,W1879,T358,S174,Java,High,In Progress
A677,W1506,T1208,S115,Python,High,In Progress
A678,W1532,T715,S149,Cybersecurity,High,On Hold
A679,W1159,T1635,S185,DevOps,Medium,In Progress
A680,W1547,T1165,S163,C++,Medium,Pending
A681,W1901,T288,S136,DevOps,Critical,Pending
A682,W1297,T1589,S181,Java,High,In Progress
A683,W1272,T719,S199,Project Management,Critical,In Progress
A684,W1628,T1200,S115,Python,Medium,Pending
A685,W1432,T1239,S139,Data Analysis,High,Completed
A686,W1911,T1840,S104,Java,High,On Hold
A687,W1767,T1474,S197,Java,Critical,Pending
A688,W1796,T1665,S136,C++,Medium,In Progress
A689,W1351,T904,S194,DevOps,High,Pending
A690,W1399,T1932,S118,UI/UX,Low,In Progress
A691,W1113,T1079,S110,UI/UX,Critical,On Hold
A692,W1203,T1094,S149,Python,High,Completed
A693,W1573,T13,S188,C++,Critical,Completed
A694,W1510,T1653,S125,Project Management,Medium,In Progress
A695,W1153,T1982,S192,Java,High,Completed
A696,W1154,T31,S101,DevOps,High,In Progress
A697,W1682,T369,S187,Cybersecurity,Critical,Pending
A698,W1895,T794,S102,Cybersecurity,Medium,Pending
A699,W1847,T1384,S147,Python,Low,Pending
A700,W1937,T960,S181,Project Management,Critical,On Hold
A701,W1528,T1716,S155,Cybersecurity,Critical,On Hold
A702,W1150,T1641,S126,UI/UX,High,Completed
A703,W1446,T687,S178,Cybersecurity,Medium,On Hold
A704,W1409,T1461,S153,Python,Low,On Hold
A705,W1400,T465,S155,Cybersecurity,High,In Progress
A706,W1828,T1899,S176,Python,Critical,Completed
A707,W1780,T165,S129,Python,Medium,On Hold
A708,W1097,T1297,S198,DevOps,Critical,Pending
A709,W1753,T368,S158,DevOps,Medium,In Progress
A710,W1484,T1749,S187,Data Analysis,High,Completed
A711,W1150,T851,S153,Python,High,Pending
A712,W1340,T902,S107,DevOps,Low,On Hold
A713,W1257,T1599,S170,C++,Medium,On Hold
A714,W1945,T871,S190,Cybersecurity,Medium,Pending
A715,W1963,T1490,S114,Data Analysis,Medium,Pending
A716,W1645,T422,S130,Project Management,High,Pending
A717,W1124,T333,S185,Cybersecurity,High,Completed
A718,W1377,T1529,S198,UI/UX,Low,In Progress
A719,W1274,T650,S127,DevOps,High,On Hold
A720,W1174,T1962,S191,Data Analysis,High,In Progress
A721,W1554,T303,S104,DevOps,Critical,In Progress
A722,W1385,T1073,S178,Project Management,Critical,Pending
A723,W1281,T797,S186,Java,Critical,Completed
A724,W1135,T889,S196,Project Management,High,In Progress
A725,W1357,T1500,S136,Project Management,Critical,Pending
A726,W1481,T1340,S194,C++,Medium,In Progress
A727,W1615,T567,S112,Java,Critical,In Progress
A728,W1420,T450,S164,Cybersecurity,Medium,Pending
A729,W1116,T385,S145,UI/UX,High,Completed
A730,W1123,T1320,S166,Project Management,High,Pending
A731,W1569,T1208,S177,Data Analysis,High,Pending
A732,W1192,T1253,S177,Data Analysis,Critical,On Hold
A733,W1313,T427,S183,UI/UX,High,Completed
A734,W1878,T1453,S183,Cybersecurity,High,On Hold
A735,W1711,T1583,S161,UI/UX,Medium,On Hold
A736,W1927,T1839,S160,Data Analysis,Low,Completed
A737,W1964,T1152,S150,Data Analysis,High,Pending
A738,W1436,T888,S116,Project Management,Critical,On Hold
A739,W1877,T161,S110,Python,Critical,In Progress
A740,W1601,T770,S190,Java,Critical,Completed
A741,W1844,T379,S117,Project Management,High,On Hold
A742,W1196,T1217,S104,Java,High,On Hold
A743,W1161,T619,S188,C++,Critical,Completed
A744,W1679,T1566,S160,Python,Critical,Pending
A745,W1449,T1566,S181,Data Analysis,High,Pending
A746,W1254,T1838,S184,Project Management,Medium,Pending
A747,W1315,T3,S198,Project Management,Low,On Hold
A748,W1187,T949,S128,Data Analysis,Low,Completed
A749,W1005,T1060,S142,Cybersecurity,Medium,On Hold
A750,W1536,T1365,S127,Project Management,Critical,Completed
A751,W1996,T103,S197,DevOps,High,Pending
A752,W1204,T1468,S157,C++,Critical,Pending
A753,W1074,T1286,S121,Cybersecurity,Critical,On Hold
A754,W1903,T1732,S185,C++,High,In Progress
A755,W1785,T174,S140,Cybersecurity,Critical,On Hold
A756,W1915,T807,S125,Python,Medium,Pending
A757,W1657,T829,S100,C++,Critical,Completed
A758,W1022,T1692,S151,Data Analysis,Medium,Pending
A759,W1523,T219,S177,Cybersecurity,Critical,Completed
A760,W1610,T1837,S109,UI/UX,Medium,Completed
A761,W1930,T439,S195,UI/UX,Low,Completed
A762,W1218,T1005,S152,Python,High,In Progress
A763,W1349,T1861,S187,Cybersecurity,Low,Completed
A764,W1784,T1925,S151,Cybersecurity,High,On Hold
A765,W1534,T70,S175,UI/UX,Low,In Progress
A766,W1023,T733,S101,DevOps,Critical,In Progress
A767,W1405,T1087,S188,UI/UX,High,Pending
A768,W1198,T1283,S167,Project Management,Medium,Pending
A769,W1355,T1493,S178,Python,High,Pending
A770,W1391,T1479,S173,Java,High,In Progress
A771,W1815,T430,S197,Python,High,On Hold
A772,W1165,T1574,S186,C++,Low,Pending
A773,W1133,T350,S105,Project Management,High,Pending
A774,W1161,T1344,S118,Python,Critical,Pending
A775,W1629,T76,S172,DevOps,Medium,Pending
A776,W1139,T1174,S145,Java,Medium,Completed
A777,W1789,T1903,S177,C++,High,Pending
A778,W1332,T1728,S191,DevOps,High,Completed
A779,W1405,T913,S138,Data Analysis,Critical,Completed
A780,W1820,T1421,S196,Project Management,Low,Completed
A781,W1826,T244,S105,Python,High,Completed
A782,W1327,T1677,S147,DevOps,Medium,Pending
A783,W1426,T1379,S144,Java,High,In Progress
A784,W1651,T1887,S104,C++,Critical,In Progress
A785,W1122,T1301,S153,DevOps,Medium,On Hold
A786,W1540,T64,S191,Data Analysis,Medium,In Progress
A787,W1589,T228,S193,C++,Low,On Hold
A788,W1966,T1981,S177,DevOps,Medium,Pending
A789,W1334,T1419,S100,DevOps,Medium,Pending
A790,W1434,T1030,S124,Data Analysis,Low,Completed
A791,W1200,T415,S121,Data Analysis,Low,On Hold
A792,W1669,T856,S151,Python,Critical,On Hold
A793,W1822,T1070,S180,UI/UX,High,Pending
A794,W1217,T1292,S158,DevOps,Medium,Pending
A795,W1864,T600,S193,Cybersecurity,Low,In Progress
A796,W1096,T1379,S193,Java,High,In Progress
A797,W1934,T1936,S159,Data Analysis,Critical,In Progress
A798,W1107,T1182,S161,DevOps,High,On Hold
A799,W1137,T554,S179,Java,Medium,Pending
A800,W1437,T937,S198,UI/UX,Medium,Completed
A801,W1134,T1335,S154,Python,Low,On Hold
A802,W1223,T870,S109,Java,Low,On Hold
A803,W1132,T775,S191,Data Analysis,Low,Completed
A804,W1838,T506,S178,Project Management,Critical,Pending
A805,W1085,T881,S104,Java,High,Pending
A806,W1086,T793,S121,UI/UX,High,Completed
A807,W1830,T923,S193,Java,Critical,Completed
A808,W1585,T556,S152,DevOps,Critical,On Hold
A809,W1734,T782,S172,Data Analysis,Critical,Completed
A810,W1316,T1833,S170,DevOps,High,Completed
A811,W1404,T578,S190,Java,Low,On Hold
A812,W1937,T1149,S115,Cybersecurity,Medium,Pending
A813,W1688,T555,S199,UI/UX,High,On Hold
A814,W1394,T1477,S193,Java,Low,Pending
A815,W1513,T1542,S193,UI/UX,High,In Progress
A816,W1634,T309,S177,Cybersecurity,Medium,Pending
A817,W1749,T680,S162,UI/UX,Low,Pending
A818,W1736,T999,S174,Cybersecurity,High,In Progress
A819,W1034,T1745,S187,DevOps,Low,On Hold
A820,W1836,T64,S177,DevOps,Critical,Completed
A821,W1353,T661,S188,Python,Critical,Pending
A822,W1595,T1277,S148,Python,Critical,In Progress
A823,W1337,T33,S162,DevOps,High,Pending
A824,W1978,T1768,S104,C++,Critical,On Hold
A825,W1677,T1507,S135,Project Management,High,On Hold
A826,W1421,T1254,S135,Cybersecurity,Critical,Pending
A827,W1835,T1735,S163,Python,Critical,Pending
A828,W1876,T1037,S129,Project Management,High,On Hold
A829,W1639,T1250,S104,Python,Medium,In Progress
A830,W1351,T1084,S185,C++,Critical,Pending
A831,W1026,T156,S147,Java,High,Completed
A832,W1462,T4,S116,Project Management,High,Completed
A833,W1791,T1826,S153,Project Management,Medium,In Progress
A834,W1507,T1251,S177,Project Management,Critical,On Hold
A835,W1818,T114,S197,DevOps,Medium,Pending
A836,W1006,T908,S110,Project Management,Medium,In Progress
A837,W1431,T1365,S166,DevOps,Low,On Hold
A838,W1499,T3,S189,UI/UX,High,On Hold
A839,W1468,T659,S132,Data Analysis,High,In Progress
A840,W1226,T1456,S114,Python,High,Pending
A841,W1605,T81,S134,Java,Critical,In Progress
A842,W1914,T1306,S178,DevOps,Medium,In Progress
A843,W1561,T168,S127,Cybersecurity,Medium,Completed
A844,W1594,T1984,S148,Python,Medium,In Progress
A845,W1705,T1793,S103,Cybersecurity,Low,Completed
A846,W1445,T1194,S107,DevOps,Critical,Completed
A847,W1035,T46,S133,UI/UX,Critical,On Hold
A848,W1505,T1525,S187,Python,Critical,Completed
A849,W1266,T1486,S121,C++,Low,Pending
A850,W1744,T996,S158,Project Management,Medium,Pending
A851,W1729,T1165,S145,Python,Critical,In Progress
A852,W1412,T1347,S188,Project Management,Low,Completed
A853,W1261,T335,S193,DevOps,Medium,On Hold
A854,W1362,T1301,S138,Project Management,High,In Progress
A855,W1322,T750,S105,C++,High,On Hold
A856,W1267,T942,S141,Python,Critical,On Hold
A857,W1162,T680,S188,Java,Medium,Completed
A858,W1435,T1887,S192,Cybersecurity,Medium,In Progress
A859,W1544,T847,S119,Project Management,High,In Progress
A860,W1305,T953,S165,Cybersecurity,High,Pending
A861,W1950,T1202,S197,Data Analysis,Medium,Pending
A862,W1569,T1827,S168,UI/UX,Critical,Completed
A863,W1980,T289,S124,DevOps,Low,Pending
A864,W1922,T1681,S137,UI/UX,Low,On Hold
A865,W1919,T831,S173,Project Management,High,On Hold
A866,W1288,T1228,S193,C++,Medium,In Progress
A867,W1090,T303,S144,C++,Medium,Completed
A868,W1777,T1539,S140,Python,Critical,On Hold
A869,W1731,T157,S179,Python,Medium,Completed
A870,W1332,T1831,S155,Cybersecurity,High,Pending
A871,W1311,T1430,S133,Project Management,Critical,In Progress
A872,W1724,T392,S179,UI/UX,High,In Progress
A873,W1753,T145,S159,Python,Critical,On Hold
A874,W1667,T508,S171,UI/UX,Medium,On Hold
A875,W1266,T1828,S138,Cybersecurity,Medium,Pending
A876,W1483,T796,S162,Data Analysis,Critical,Completed
A877,W1438,T1693,S117,UI/UX,Low,On Hold
A878,W1460,T830,S133,DevOps,Medium,On Hold
A879,W1507,T1184,S174,Data Analysis,High,In Progress
A880,W1701,T779,S136,Java,High,Completed
A881,W1984,T644,S137,DevOps,Critical,On Hold
A882,W1481,T292,S122,Python,Medium,Pending
A883,W1037,T1081,S176,UI/UX,Medium,On Hold
A884,W1945,T1833,S177,Project Management,High,On Hold
A885,W1710,T1901,S196,Java,Low,Completed
A886,W1222,T764,S128,DevOps,High,Completed
A887,W1766,T1845,S145,Project Management,Medium,Pending
A888,W1306,T1421,S106,Data Analysis,Medium,Pending
A889,W1047,T744,S150,DevOps,High,In Progress
A890,W1650,T312,S138,Cybersecurity,Low,In Progress
A891,W1488,T1309,S153,Data Analysis,Medium,Completed
A892,W1529,T1962,S145,Cybersecurity,Low,In Progress
A893,W1629,T1873,S136,UI/UX,Low,Completed
A894,W1637,T535,S199,DevOps,High,Completed
A895,W1104,T1074,S111,Java,Medium,On Hold
A896,W1006,T255,S142,Project Management,Low,Pending
A897,W1334,T1986,S150,UI/UX,Low,Completed
A898,W1474,T1567,S180,UI/UX,Low,In Progress
A899,W1007,T1933,S175,UI/UX,Critical,Completed
A900,W1467,T859,S117,UI/UX,High,On Hold
A901,W1824,T151,S122,Java,Low,Pending
A902,W1906,T223,S199,Cybersecurity,Critical,Completed
A903,W1892,T1370,S130,Cybersecurity,Critical,Pending
A904,W1895,T1181,S187,Cybersecurity,Medium,Pending
A905,W1381,T190,S109,C++,Critical,On Hold
A906,W1055,T828,S107,C++,Low,Completed
A907,W1007,T717,S176,Java,Medium,In Progress
A908,W1740,T788,S153,C++,Low,Pending
A909,W1685,T84,S179,C++,Low,In Progress
A910,W1145,T1335,S141,Python,High,In Progress
A911,W1446,T1098,S176,C++,Critical,Pending
A912,W1462,T901,S124,Cybersecurity,Low,On Hold
A913,W1589,T1834,S115,Project Management,Critical,In Progress
A914,W1809,T865,S123,C++,Medium,On Hold
A915,W1921,T797,S156,C++,Medium,Pending
A916,W1165,T84,S131,Cybersecurity,Medium,Pending
A917,W1964,T1829,S156,Data Analysis,Medium,On Hold
A918,W1423,T153,S191,DevOps,Medium,Pending
A919,W1577,T1733,S186,Data Analysis,Critical,On Hold
A920,W1360,T162,S148,Project Management,High,On Hold
A921,W1111,T286,S165,Java,Critical,Completed
A922,W1179,T705,S154,Project Management,Low,Completed
A923,W1599,T799,S170,C++,Medium,Pending
A924,W1902,T600,S122,Data Analysis,Medium,In Progress
A925,W1081,T862,S172,Python,High,Completed
A926,W1591,T1431,S126,Project Management,Medium,In Progress
A927,W1704,T15,S158,Data Analysis,Medium,In Progress
A928,W1502,T121,S190,Java,Low,On Hold
A929,W1156,T1115,S116,Java,Low,On Hold
A930,W1116,T927,S190,Python,Low,On Hold
A931,W1167,T691,S153,DevOps,High,Completed
A932,W1253,T1832,S110,Cybersecurity,High,Pending
A933,W1335,T960,S190,Python,Low,On Hold
A934,W1556,T1936,S170,Java,Medium,Pending
A935,W1004,T1954,S155,Python,High,On Hold
A936,W1409,T288,S100,UI/UX,High,On Hold
A937,W1374,T67,S132,Project Management,High,Pending
A938,W1521,T837,S119,Java,Low,Completed
A939,W1469,T1347,S143,UI/UX,Medium,In Progress
A940,W1086,T1148,S181,Data Analysis,High,Completed
A941,W1451,T1544,S103,UI/UX,Medium,In Progress
A942,W1380,T22,S148,UI/UX,High,On Hold
A943,W1296,T1349,S156,Project Management,Medium,Completed
A944,W1286,T1337,S121,Python,High,Pending
A945,W1412,T804,S147,Python,Critical,In Progress
A946,W1336,T107,S104,Cybersecurity,Medium,Completed
A947,W1079,T1912,S130,Cybersecurity,Critical,In Progress
A948,W1437,T1773,S188,C++,Low,In Progress
A949,W1101,T899,S184,Java,Medium,Completed
A950,W1317,T994,S112,DevOps,High,On Hold
A951,W1593,T1641,S158,UI/UX,High,On Hold
A952,W1565,T983,S146,DevOps,Critical,On Hold
A953,W1501,T623,S142,UI/UX,High,On Hold
A954,W1817,T34,S125,DevOps,Critical,In Progress
A955,W1348,T378,S118,Data Analysis,Critical,On Hold
A956,W1639,T593,S103,UI/UX,Medium,Pending
A957,W1657,T1608,S159,Data Analysis,Critical,In Progress
A958,W1870,T1268,S146,Project Management,Low,Pending
A959,W1447,T1612,S185,Python,Medium,Completed
A960,W1889,T1455,S157,DevOps,Low,On Hold
A961,W1346,T768,S125,Python,Low,Pending
A962,W1478,T1448,S179,Java,Low,Completed
A963,W1278,T867,S135,DevOps,Critical,Completed
A964,W1694,T98,S165,Project Management,Critical,In Progress
A965,W1880,T1773,S139,Project Management,High,On Hold
A966,W1140,T1845,S148,Java,Low,Pending
A967,W1103,T1384,S147,Cybersecurity,Critical,Pending
A968,W1877,T1765,S126,Data Analysis,Medium,On Hold
A969,W1441,T1992,S184,Data Analysis,High,Pending
A970,W1120,T452,S174,Java,High,On Hold
A971,W1024,T383,S129,UI/UX,Medium,In Progress
A972,W1557,T816,S192,Python,Critical,In Progress
A973,W1744,T1559,S152,UI/UX,Low,In Progress
A974,W1685,T143,S141,Python,Critical,In Progress
A975,W1557,T1078,S146,Data Analysis,Low,Pending
A976,W1166,T1313,S164,DevOps,Critical,On Hold
A977,W1479,T158,S119,Java,Critical,In Progress
A978,W1215,T890,S190,Python,Low,In Progress
A979,W1039,T680,S155,Project Management,High,Completed
A980,W1704,T1178,S163,C++,Medium,On Hold
A981,W1401,T1845,S143,Python,High,Pending
A982,W1707,T1499,S170,Cybersecurity,High,In Progress
A983,W1576,T1872,S151,DevOps,High,Completed
A984,W1515,T1843,S140,Python,Low,Completed
A985,W1621,T267,S188,C++,Medium,Completed
A986,W1547,T432,S184,DevOps,Critical,On Hold
A987,W1714,T1358,S198,Java,Medium,Pending
A988,W1800,T210,S101,C++,Medium,Completed
A989,W1518,T925,S102,Cybersecurity,Critical,In Progress
A990,W1372,T372,S139,DevOps,Low,Pending
A991,W1002,T1931,S138,Data Analysis,High,Pending
A992,W1339,T1628,S146,Java,High,Completed
A993,W1932,T678,S119,DevOps,High,Completed
A994,W1752,T605,S113,C++,Medium,In Progress
A995,W1230,T1818,S170,Cybersecurity,Medium,In Progress
A996,W1000,T1791,S198,DevOps,Low,On Hold
A997,W1150,T1940,S136,Java,Critical,On Hold
A998,W1173,T276,S191,Python,Critical,On Hold
A999,W1902,T1738,S152,UI/UX,Medium,Completed
A1000,W1154,T1856,S173,Java,Low,On Hold
A1001,W1994,T1679,S199,Data Analysis,Low,Completed
A1002,W1188,T1155,S156,Cybersecurity,Medium,On Hold
A1003,W1645,T825,S103,UI/UX,Medium,Completed
A1004,W1001,T1995,S100,Python,Critical,Completed
A1005,W1946,T1168,S108,UI/UX,Medium,In Progress
A1006,W1902,T1724,S100,UI/UX,Medium,Completed
A1007,W1088,T997,S107,Project Management,High,Completed
A1008,W1042,T1289,S140,C++,Medium,In Progress
A1009,W1775,T459,S139,UI/UX,High,In Progress
A1010,W1583,T1069,S184,Java,Critical,In Progress
A1011,W1212,T1407,S131,DevOps,Critical,In Progress
A1012,W1832,T1953,S194,UI/UX,Low,Pending
A1013,W1640,T1573,S162,Project Management,Low,Completed
A1014,W1473,T72,S103,Project Management,Medium,Completed
A1015,W1889,T1192,S168,Data Analysis,Medium,Pending
A1016,W1193,T1152,S180,Cybersecurity,High,On Hold
A1017,W1469,T325,S140,Data Analysis,Low,On Hold
A1018,W1074,T1764,S107,Python,Low,Completed
A1019,W1067,T518,S153,UI/UX,Low,On Hold
A1020,W1009,T821,S191,Cybersecurity,Medium,In Progress
A1021,W1108,T304,S125,C++,Critical,On Hold
A1022,W1212,T756,S179,Python,Critical,On Hold
A1023,W1954,T578,S107,Python,Critical,Pending
A1024,W1256,T610,S143,C++,Low,Pending
A1025,W1451,T1107,S151,Python,High,Completed
A1026,W1296,T1941,S148,C++,Medium,Completed
A1027,W1774,T1435,S197,C++,Critical,Completed
A1028,W1515,T532,S183,Cybersecurity,Low,In Progress
A1029,W1297,T776,S166,Project Management,High,Completed
A1030,W1328,T405,S140,Cybersecurity,Critical,On Hold
A1031,W1042,T495,S136,Data Analysis,Low,Pending
A1032,W1216,T1222,S111,Java,Critical,Pending
A1033,W1779,T1218,S168,Cybersecurity,High,Completed
A1034,W1584,T1158,S176,DevOps,Critical,On Hold
A1035,W1241,T684,S174,UI/UX,Medium,Pending
A1036,W1259,T134,S132,Python,High,Pending
A1037,W1546,T873,S174,Data Analysis,Medium,Completed
A1038,W1793,T1792,S165,C++,Low,On Hold
A1039,W1001,T367,S188,Java,Medium,On Hold
A1040,W1677,T878,S189,Java,High,Completed
A1041,W1405,T1882,S144,Python,Medium,Completed
A1042,W1536,T253,S138,UI/UX,Low,On Hold
A1043,W1647,T31,S133,UI/UX,Critical,Completed
A1044,W1116,T662,S114,UI/UX,Low,On Hold
A1045,W1580,T708,S106,Python,Medium,Pending
A1046,W1053,T1313,S150,Project Management,Critical,Pending
A1047,W1559,T1205,S163,DevOps,High,In Progress
A1048,W1358,T1108,S196,Python,Low,Completed
A1049,W1529,T1932,S153,C++,Low,On Hold
A1050,W1722,T6,S114,UI/UX,Critical,Pending
A1051,W1542,T1680,S191,Java,High,In Progress
A1052,W1635,T1249,S156,Data Analysis,Critical,On Hold
A1053,W1159,T1801,S134,Project Management,High,On Hold
A1054,W1927,T1786,S193,UI/UX,Critical,Completed
A1055,W1187,T1102,S110,C++,High,In Progress
A1056,W1214,T1957,S135,Cybersecurity,Medium,On Hold
A1057,W1776,T1378,S125,Project Management,Medium,In Progress
A1058,W1384,T1831,S132,Python,Critical,On Hold
A1059,W1493,T1375,S123,C++,Low,In Progress
A1060,W1534,T334,S162,Java,Critical,On Hold
